organism,genome,symbol,gene_id,gene_number,chr,start,end,strand
Mus musculus,mm10,Gatd1,ENSMUSG00000051007.15,6482,chr7,141407794,141414136,-
Mus musculus,mm10,Gatd3a,ENSMUSG00000053329.7,6483,chr10,78162066,78169782,-
Mus musculus,mm10,Gatm,ENSMUSG00000027199.14,6484,chr2,122594467,122611303,-
Mus musculus,mm10,Gba,ENSMUSG00000028048.11,6485,chr3,89202928,89208966,+
Mus musculus,mm10,Gba2,ENSMUSG00000028467.15,6486,chr4,43566928,43578873,-
Mus musculus,mm10,Gbe1,ENSMUSG00000022707.16,6487,chr16,70313949,70569716,+
Mus musculus,mm10,Gbf1,ENSMUSG00000025224.16,6488,chr19,46152509,46286510,+
Mus musculus,mm10,Gbgt1,ENSMUSG00000026829.9,6489,chr2,28496891,28505415,+
Mus musculus,mm10,Gbp10,ENSMUSG00000105096.1,6490,chr5,105215699,105239533,-
Mus musculus,mm10,Gbp2,ENSMUSG00000028270.12,6491,chr3,142620602,142638008,+
Mus musculus,mm10,Gbp2b,ENSMUSG00000040264.10,6492,chr3,142594847,142619179,+
Mus musculus,mm10,Gbp3,ENSMUSG00000028268.14,6493,chr3,142560026,142573209,+
Mus musculus,mm10,Gbp4,ENSMUSG00000079363.7,6494,chr5,105115767,105139586,-
Mus musculus,mm10,Gbp5,ENSMUSG00000105504.4,6495,chr3,142493978,142522344,+
Mus musculus,mm10,Gbp6,ENSMUSG00000104713.4,6496,chr5,105270702,105293698,-
Mus musculus,mm10,Gbp7,ENSMUSG00000040253.15,6497,chr3,142530342,142550149,+
Mus musculus,mm10,Gbp8,ENSMUSG00000034438.16,6498,chr5,105014150,105139540,-
Mus musculus,mm10,Gbp9,ENSMUSG00000029298.15,6499,chr5,105077630,105139539,-
Mus musculus,mm10,Gbx1,ENSMUSG00000067724.5,6500,chr5,24502757,24527202,-
Mus musculus,mm10,Gbx2,ENSMUSG00000034486.8,6501,chr1,89927956,89931179,-
Mus musculus,mm10,Gc,ENSMUSG00000035540.12,6502,chr5,89417522,89457898,-
Mus musculus,mm10,Gca,ENSMUSG00000026893.4,6503,chr2,62664285,62694109,+
Mus musculus,mm10,Gcat,ENSMUSG00000006378.15,6504,chr15,79030874,79038353,+
Mus musculus,mm10,Gcc1,ENSMUSG00000029708.9,6505,chr6,28416091,28428390,-
Mus musculus,mm10,Gcc2,ENSMUSG00000038039.13,6506,chr10,58255497,58305599,+
Mus musculus,mm10,Gcdh,ENSMUSG00000003809.14,6507,chr8,84886393,84893921,-
Mus musculus,mm10,Gcfc2,ENSMUSG00000035125.10,6508,chr6,81923669,81959915,+
Mus musculus,mm10,Gcg,ENSMUSG00000000394.15,6509,chr2,62474530,62483650,-
Mus musculus,mm10,Gcgr,ENSMUSG00000025127.15,6510,chr11,120530699,120538986,+
Mus musculus,mm10,Gch1,ENSMUSG00000037580.10,6511,chr14,47153895,47189413,-
Mus musculus,mm10,Gchfr,ENSMUSG00000046814.3,6512,chr2,119167773,119172390,+
Mus musculus,mm10,Gck,ENSMUSG00000041798.15,6513,chr11,5900820,5950081,-
Mus musculus,mm10,Gckr,ENSMUSG00000059434.9,6514,chr5,31297443,31327314,+
Mus musculus,mm10,Gclc,ENSMUSG00000032350.9,6515,chr9,77754535,77794485,+
Mus musculus,mm10,Gclm,ENSMUSG00000028124.15,6516,chr3,122245557,122270732,+
Mus musculus,mm10,Gcm1,ENSMUSG00000023333.8,6517,chr9,78051924,78065624,+
Mus musculus,mm10,Gcm2,ENSMUSG00000021362.7,6518,chr13,41101427,41111035,-
Mus musculus,mm10,Gcn1,ENSMUSG00000041638.18,6519,chr5,115565254,115622654,+
Mus musculus,mm10,Gcnt1,ENSMUSG00000038843.18,6520,chr19,17326141,17372844,-
Mus musculus,mm10,Gcnt2,ENSMUSG00000021360.16,6521,chr13,40859754,40960892,+
Mus musculus,mm10,Gcnt3,ENSMUSG00000032226.5,6522,chr9,70031496,70038088,-
Mus musculus,mm10,Gcnt4,ENSMUSG00000091387.2,6523,chr13,96924689,96950906,+
Mus musculus,mm10,Gcnt7,ENSMUSG00000074569.4,6524,chr2,172450313,172458596,-
Mus musculus,mm10,Gcsam,ENSMUSG00000022659.13,6525,chr16,45610380,45622867,+
Mus musculus,mm10,Gcsh,ENSMUSG00000034424.5,6526,chr8,116981810,116993537,-
Mus musculus,mm10,Gda,ENSMUSG00000058624.13,6527,chr19,21391307,21473445,-
Mus musculus,mm10,Gdap1,ENSMUSG00000025777.8,6528,chr1,17145362,17164271,+
Mus musculus,mm10,Gdap1l1,ENSMUSG00000017943.15,6529,chr2,163438476,163455324,+
Mus musculus,mm10,Gdap2,ENSMUSG00000027865.10,6530,chr3,100162381,100206981,+
Mus musculus,mm10,Gde1,ENSMUSG00000033917.15,6531,chr7,118688545,118705778,-
Mus musculus,mm10,Gdf1,ENSMUSG00000109523.1,6532,chr8,70329817,70331587,+
Mus musculus,mm10,Gdf10,ENSMUSG00000021943.7,6533,chr14,33923587,33937983,+
Mus musculus,mm10,Gdf11,ENSMUSG00000025352.6,6534,chr10,128882295,128891718,-
Mus musculus,mm10,Gdf15,ENSMUSG00000038508.7,6535,chr8,70629393,70632456,-
Mus musculus,mm10,Gdf2,ENSMUSG00000072625.1,6536,chr14,33941039,33947198,+
Mus musculus,mm10,Gdf3,ENSMUSG00000030117.5,6537,chr6,122605403,122610087,-
Mus musculus,mm10,Gdf5,ENSMUSG00000038259.4,6538,chr2,155941023,155945367,-
Mus musculus,mm10,Gdf6,ENSMUSG00000051279.2,6539,chr4,9844372,9862345,+
Mus musculus,mm10,Gdf7,ENSMUSG00000037660.5,6540,chr12,8297918,8301954,-
Mus musculus,mm10,Gdf9,ENSMUSG00000018238.6,6541,chr11,53431023,53437904,+
Mus musculus,mm10,Gdi1,ENSMUSG00000015291.10,6542,chrX,74304998,74311862,+
Mus musculus,mm10,Gdi2,ENSMUSG00000021218.10,6543,chr13,3538063,3567871,+
Mus musculus,mm10,Gdnf,ENSMUSG00000022144.4,6544,chr15,7810846,7837575,+
Mus musculus,mm10,Gdpd1,ENSMUSG00000061666.6,6545,chr11,87033867,87074062,-
Mus musculus,mm10,Gdpd2,ENSMUSG00000019359.14,6546,chrX,100729873,100738895,+
Mus musculus,mm10,Gdpd3,ENSMUSG00000030703.8,6547,chr7,126766334,126775649,+
Mus musculus,mm10,Gdpd4,ENSMUSG00000035582.13,6548,chr7,97919955,98049663,+
Mus musculus,mm10,Gdpd5,ENSMUSG00000035314.10,6549,chr7,99381414,99461877,+
Mus musculus,mm10,Gdpgp1,ENSMUSG00000050973.11,6550,chr7,80232865,80242061,+
Mus musculus,mm10,Gem,ENSMUSG00000028214.13,6551,chr4,11704457,11714752,+
Mus musculus,mm10,Gemin2,ENSMUSG00000060121.15,6552,chr12,59013393,59028470,+
Mus musculus,mm10,Gemin4,ENSMUSG00000049396.6,6553,chr11,76210571,76217664,-
Mus musculus,mm10,Gemin5,ENSMUSG00000037275.14,6554,chr11,58120002,58168539,-
Mus musculus,mm10,Gemin6,ENSMUSG00000055760.12,6555,chr17,80224441,80228497,+
Mus musculus,mm10,Gemin7,ENSMUSG00000044709.6,6556,chr7,19564946,19577595,-
Mus musculus,mm10,Gemin8,ENSMUSG00000040621.14,6557,chrX,166170454,166190512,+
Mus musculus,mm10,Gen1,ENSMUSG00000051235.10,6558,chr12,11238920,11265801,-
Mus musculus,mm10,Get1,ENSMUSG00000023147.17,6559,chr16,96145407,96157852,+
Mus musculus,mm10,Get4,ENSMUSG00000025858.12,6560,chr5,139252324,139270051,+
Mus musculus,mm10,Gfap,ENSMUSG00000020932.14,6561,chr11,102887336,102900912,-
Mus musculus,mm10,Gfer,ENSMUSG00000040888.10,6562,chr17,24693187,24696156,-
Mus musculus,mm10,Gfi1,ENSMUSG00000029275.18,6563,chr5,107716657,107726036,-
Mus musculus,mm10,Gfi1b,ENSMUSG00000026815.14,6564,chr2,28609450,28621982,-
Mus musculus,mm10,Gfm1,ENSMUSG00000027774.16,6565,chr3,67430096,67476529,+
Mus musculus,mm10,Gfm2,ENSMUSG00000021666.16,6566,chr13,97137937,97181195,+
Mus musculus,mm10,Gfod1,ENSMUSG00000051335.6,6567,chr13,43195245,43304172,-
Mus musculus,mm10,Gfod2,ENSMUSG00000013150.15,6568,chr8,105713854,105758664,-
Mus musculus,mm10,Gfpt1,ENSMUSG00000029992.14,6569,chr6,87042846,87092197,+
Mus musculus,mm10,Gfpt2,ENSMUSG00000020363.6,6570,chr11,49794178,49838613,+
Mus musculus,mm10,Gfra1,ENSMUSG00000025089.15,6571,chr19,58235604,58455909,-
Mus musculus,mm10,Gfra2,ENSMUSG00000022103.10,6572,chr14,70890120,70979838,+
Mus musculus,mm10,Gfra3,ENSMUSG00000024366.8,6573,chr18,34689898,34720387,-
Mus musculus,mm10,Gfra4,ENSMUSG00000027316.15,6574,chr2,131039632,131043088,-
Mus musculus,mm10,Gfral,ENSMUSG00000059383.14,6575,chr9,76164102,76213657,-
Mus musculus,mm10,Gfy,ENSMUSG00000095276.2,6576,chr7,45176349,45179569,-
Mus musculus,mm10,Gga1,ENSMUSG00000033128.9,6577,chr15,78877190,78894585,+
Mus musculus,mm10,Gga2,ENSMUSG00000030872.14,6578,chr7,121986722,122021222,-
Mus musculus,mm10,Gga3,ENSMUSG00000020740.13,6579,chr11,115584255,115604051,-
Mus musculus,mm10,Ggact,ENSMUSG00000041625.15,6580,chr14,122816223,122913757,-
Mus musculus,mm10,Ggct,ENSMUSG00000002797.9,6581,chr6,54982580,54992950,-
Mus musculus,mm10,Ggcx,ENSMUSG00000053460.8,6582,chr6,72414308,72430712,+
Mus musculus,mm10,Ggh,ENSMUSG00000073987.4,6583,chr4,20042052,20066750,+
Mus musculus,mm10,Ggn,ENSMUSG00000031493.10,6584,chr7,29170210,29173976,+
Mus musculus,mm10,Ggnbp1,ENSMUSG00000048731.15,6585,chr17,27017987,27037624,+
Mus musculus,mm10,Ggnbp2,ENSMUSG00000020530.14,6586,chr11,84832361,84870817,-
Mus musculus,mm10,Ggps1,ENSMUSG00000021302.10,6587,chr13,14050659,14063488,-
Mus musculus,mm10,Ggt1,ENSMUSG00000006345.10,6588,chr10,75561604,75586200,+
Mus musculus,mm10,Ggt5,ENSMUSG00000006344.17,6589,chr10,75589340,75617200,+
Mus musculus,mm10,Ggt6,ENSMUSG00000040471.17,6590,chr11,72435526,72438400,+
Mus musculus,mm10,Ggt7,ENSMUSG00000027603.15,6591,chr2,155490379,155518237,-
Mus musculus,mm10,Ggta1,ENSMUSG00000035778.17,6592,chr2,35400179,35463231,-
Mus musculus,mm10,Gh,ENSMUSG00000020713.6,6593,chr11,106300271,106301865,-
Mus musculus,mm10,Ghdc,ENSMUSG00000017747.13,6594,chr11,100766032,100770957,-
Mus musculus,mm10,Ghitm,ENSMUSG00000041028.16,6595,chr14,37120092,37135272,-
Mus musculus,mm10,Ghr,ENSMUSG00000055737.12,6596,chr15,3317760,3583492,-
Mus musculus,mm10,Ghrh,ENSMUSG00000027643.9,6597,chr2,157329497,157347506,-
Mus musculus,mm10,Ghrhr,ENSMUSG00000004654.6,6598,chr6,55376295,55388530,+
Mus musculus,mm10,Ghrl,ENSMUSG00000064177.8,6599,chr6,113716119,113719880,-
Mus musculus,mm10,Ghsr,ENSMUSG00000051136.1,6600,chr3,27371351,27378010,+
Mus musculus,mm10,Gid4,ENSMUSG00000018415.14,6601,chr11,60417145,60450927,+
Mus musculus,mm10,Gid8,ENSMUSG00000027573.11,6602,chr2,180710117,180718733,+
Mus musculus,mm10,Gigyf1,ENSMUSG00000029714.11,6603,chr5,137518548,137527935,+
Mus musculus,mm10,Gigyf2,ENSMUSG00000048000.15,6604,chr1,87326998,87450796,+
Mus musculus,mm10,Gimap1,ENSMUSG00000090019.5,6605,chr6,48739054,48743795,+
Mus musculus,mm10,Gimap3,ENSMUSG00000039264.9,6606,chr6,48764464,48770851,-
Mus musculus,mm10,Gimap4,ENSMUSG00000054435.16,6607,chr6,48684549,48692060,+
Mus musculus,mm10,Gimap5,ENSMUSG00000043505.8,6608,chr6,48746197,48754210,+
Mus musculus,mm10,Gimap6,ENSMUSG00000047867.11,6609,chr6,48701582,48708225,-
Mus musculus,mm10,Gimap7,ENSMUSG00000043931.10,6610,chr6,48718621,48724636,+
Mus musculus,mm10,Gimap8,ENSMUSG00000064262.7,6611,chr6,48647234,48660875,+
Mus musculus,mm10,Gimap9,ENSMUSG00000051124.6,6612,chr6,48676129,48679114,+
Mus musculus,mm10,Gimd1,ENSMUSG00000091721.4,6613,chr3,132629820,132645351,+
Mus musculus,mm10,Gin1,ENSMUSG00000026333.14,6614,chr1,97770172,97793709,+
Mus musculus,mm10,Ginm1,ENSMUSG00000040006.13,6615,chr10,7767947,7792824,-
Mus musculus,mm10,Gins1,ENSMUSG00000027454.10,6616,chr2,150905400,150931280,+
Mus musculus,mm10,Gins2,ENSMUSG00000031821.11,6617,chr8,120578633,120589304,-
Mus musculus,mm10,Gins3,ENSMUSG00000031669.10,6618,chr8,95633453,95645060,+
Mus musculus,mm10,Gins4,ENSMUSG00000031546.6,6619,chr8,23226616,23237659,-
Mus musculus,mm10,Gip,ENSMUSG00000014351.12,6620,chr11,96024545,96030831,+
Mus musculus,mm10,Gipc1,ENSMUSG00000019433.9,6621,chr8,83652677,83664694,+
Mus musculus,mm10,Gipc2,ENSMUSG00000039131.15,6622,chr3,152093533,152166230,-
Mus musculus,mm10,Gipc3,ENSMUSG00000034872.6,6623,chr10,81335265,81343266,-
Mus musculus,mm10,Gipr,ENSMUSG00000030406.7,6624,chr7,19156061,19166127,-
Mus musculus,mm10,Git1,ENSMUSG00000011877.13,6625,chr11,77493562,77507786,+
Mus musculus,mm10,Git2,ENSMUSG00000041890.17,6626,chr5,114727407,114775517,-
Mus musculus,mm10,Gja1,ENSMUSG00000050953.10,6627,chr10,56377330,56402513,+
Mus musculus,mm10,Gja10,ENSMUSG00000051056.5,6628,chr4,32596960,32602760,-
Mus musculus,mm10,Gja3,ENSMUSG00000048582.7,6629,chr14,57034460,57058100,-
Mus musculus,mm10,Gja4,ENSMUSG00000050234.7,6630,chr4,127311421,127314039,-
Mus musculus,mm10,Gja5,ENSMUSG00000057123.14,6631,chr3,96904693,97077416,+
Mus musculus,mm10,Gja6,ENSMUSG00000055691.5,6632,chrX,160902116,160907052,-
Mus musculus,mm10,Gja8,ENSMUSG00000049908.6,6633,chr3,96913566,96926020,-
Mus musculus,mm10,Gjb1,ENSMUSG00000047797.14,6634,chrX,101376378,101385629,+
Mus musculus,mm10,Gjb2,ENSMUSG00000046352.7,6635,chr14,57098600,57104702,-
Mus musculus,mm10,Gjb3,ENSMUSG00000042367.12,6636,chr4,127325235,127330844,-
Mus musculus,mm10,Gjb4,ENSMUSG00000046623.8,6637,chr4,127351086,127354081,-
Mus musculus,mm10,Gjb5,ENSMUSG00000042357.2,6638,chr4,127354809,127358181,-
Mus musculus,mm10,Gjb6,ENSMUSG00000040055.9,6639,chr14,57123303,57133611,-
Mus musculus,mm10,Gjc1,ENSMUSG00000034520.14,6640,chr11,102799579,102819700,-
Mus musculus,mm10,Gjc2,ENSMUSG00000043448.13,6641,chr11,59175568,59183213,-
Mus musculus,mm10,Gjc3,ENSMUSG00000056966.7,6642,chr5,137953461,137963098,-
Mus musculus,mm10,Gjd2,ENSMUSG00000068615.4,6643,chr2,114009601,114013619,-
Mus musculus,mm10,Gjd3,ENSMUSG00000047197.1,6644,chr11,98982180,98983016,-
Mus musculus,mm10,Gjd4,ENSMUSG00000036855.3,6645,chr18,9278607,9282809,-
Mus musculus,mm10,Gje1,ENSMUSG00000019867.4,6646,chr10,14715623,14718214,-
Mus musculus,mm10,Gk,ENSMUSG00000025059.16,6647,chrX,85701937,85776819,-
Mus musculus,mm10,Gk2,ENSMUSG00000050553.3,6648,chr5,97455142,97457021,-
Mus musculus,mm10,Gk5,ENSMUSG00000041440.18,6649,chr9,96119362,96184608,+
Mus musculus,mm10,Gkap1,ENSMUSG00000021552.7,6650,chr13,58233346,58275699,-
Mus musculus,mm10,Gkn1,ENSMUSG00000030050.4,6651,chr6,87345650,87350942,-
Mus musculus,mm10,Gkn2,ENSMUSG00000030049.5,6652,chr6,87373357,87379497,+
Mus musculus,mm10,Gkn3,ENSMUSG00000030048.5,6653,chr6,87383256,87388935,-
Mus musculus,mm10,Gla,ENSMUSG00000031266.7,6654,chrX,134588149,134601125,-
Mus musculus,mm10,Glb1,ENSMUSG00000045594.10,6655,chr9,114401076,114474898,+
Mus musculus,mm10,Glb1l,ENSMUSG00000026200.13,6656,chr1,75198236,75210813,-
Mus musculus,mm10,Glb1l2,ENSMUSG00000036395.15,6657,chr9,26763044,26806468,-
Mus musculus,mm10,Glb1l3,ENSMUSG00000031966.7,6658,chr9,26817953,26860890,-
Mus musculus,mm10,Glcci1,ENSMUSG00000029638.17,6659,chr6,8509600,8597548,+
Mus musculus,mm10,Glce,ENSMUSG00000032252.14,6660,chr9,62057248,62122655,-
Mus musculus,mm10,Gldc,ENSMUSG00000024827.10,6661,chr19,30098447,30175429,-
Mus musculus,mm10,Gldn,ENSMUSG00000046167.5,6662,chr9,54286486,54341786,+
Mus musculus,mm10,Gle1,ENSMUSG00000019715.14,6663,chr2,29935426,29960371,+
Mus musculus,mm10,Glg1,ENSMUSG00000003316.14,6664,chr8,111154421,111259216,-
Mus musculus,mm10,Gli1,ENSMUSG00000025407.7,6665,chr10,127329882,127341974,-
Mus musculus,mm10,Gli2,ENSMUSG00000048402.14,6666,chr1,118834132,119053619,-
Mus musculus,mm10,Gli3,ENSMUSG00000021318.15,6667,chr13,15463235,15730026,+
Mus musculus,mm10,Glipr1,ENSMUSG00000056888.11,6668,chr10,111985448,112002631,-
Mus musculus,mm10,Glipr1l1,ENSMUSG00000020213.6,6669,chr10,112060189,112078510,+
Mus musculus,mm10,Glipr1l2,ENSMUSG00000020214.10,6670,chr10,112083354,112108098,+
Mus musculus,mm10,Glipr1l3,ENSMUSG00000112611.1,6671,chr10,112141754,112160327,-
Mus musculus,mm10,Glipr2,ENSMUSG00000028480.14,6672,chr4,43957401,43979118,+
Mus musculus,mm10,Glis1,ENSMUSG00000034762.9,6673,chr4,107434591,107635061,+
Mus musculus,mm10,Glis2,ENSMUSG00000014303.13,6674,chr16,4594713,4624924,+
Mus musculus,mm10,Glis3,ENSMUSG00000052942.13,6675,chr19,28258851,28680077,-
Mus musculus,mm10,Glmn,ENSMUSG00000029276.13,6676,chr5,107548967,107597888,-
Mus musculus,mm10,Glmp,ENSMUSG00000001418.13,6677,chr3,88325023,88331313,+
Mus musculus,mm10,Glo1,ENSMUSG00000024026.13,6678,chr17,30584936,30626871,-
Mus musculus,mm10,Glod4,ENSMUSG00000017286.15,6679,chr11,76120987,76243725,-
Mus musculus,mm10,Glod5,ENSMUSG00000031163.2,6680,chrX,8004200,8018492,-
Mus musculus,mm10,Glp1r,ENSMUSG00000024027.8,6681,chr17,30901817,30940791,+
Mus musculus,mm10,Glp2r,ENSMUSG00000049928.15,6682,chr11,67661502,67771153,-
Mus musculus,mm10,Glra1,ENSMUSG00000000263.15,6683,chr11,55514238,55608198,-
Mus musculus,mm10,Glra2,ENSMUSG00000018589.8,6684,chrX,165129017,165327393,-
Mus musculus,mm10,Glra3,ENSMUSG00000038257.10,6685,chr8,55940460,56130070,+
Mus musculus,mm10,Glra4,ENSMUSG00000018595.6,6686,chrX,136757674,136780141,-
Mus musculus,mm10,Glrb,ENSMUSG00000028020.16,6687,chr3,80843599,80913660,-
Mus musculus,mm10,Glrp1,ENSMUSG00000062310.7,6688,chr1,88499871,88510066,-
Mus musculus,mm10,Glrx,ENSMUSG00000021591.8,6689,chr13,75839868,75850154,+
Mus musculus,mm10,Glrx2,ENSMUSG00000018196.18,6690,chr1,143716338,143749676,+
Mus musculus,mm10,Glrx3,ENSMUSG00000031068.8,6691,chr7,137437614,137468594,+
Mus musculus,mm10,Glrx5,ENSMUSG00000021102.4,6692,chr12,105032688,105042906,+
Mus musculus,mm10,Gls,ENSMUSG00000026103.14,6693,chr1,52163448,52233232,-
Mus musculus,mm10,Gls2,ENSMUSG00000044005.13,6694,chr10,128194457,128210004,+
Mus musculus,mm10,Glt1d1,ENSMUSG00000049971.17,6695,chr5,127632262,127709374,+
Mus musculus,mm10,Glt28d2,ENSMUSG00000031286.6,6696,chr3,85869849,85887516,-
Mus musculus,mm10,Glt6d1,ENSMUSG00000036401.5,6697,chr2,25793859,25815848,-
Mus musculus,mm10,Glt8d1,ENSMUSG00000021916.16,6698,chr14,31001400,31011991,+
Mus musculus,mm10,Glt8d2,ENSMUSG00000020251.13,6699,chr10,82650433,82690650,-
Mus musculus,mm10,Gltp,ENSMUSG00000011884.13,6700,chr5,114669398,114690984,-
Mus musculus,mm10,Gltpd2,ENSMUSG00000046811.3,6701,chr11,70519196,70520736,+
Mus musculus,mm10,Glud1,ENSMUSG00000021794.16,6702,chr14,34310727,34345265,+
Mus musculus,mm10,Glul,ENSMUSG00000026473.16,6703,chr1,153899944,153909723,+
Mus musculus,mm10,Glyat,ENSMUSG00000063683.12,6704,chr19,12633308,12653911,+
Mus musculus,mm10,Glyatl3,ENSMUSG00000091043.2,6705,chr17,40904618,40914350,-
Mus musculus,mm10,Glycam1,ENSMUSG00000022491.5,6706,chr15,103562759,103565081,-
Mus musculus,mm10,Glyctk,ENSMUSG00000020258.16,6707,chr9,106152857,106158138,-
Mus musculus,mm10,Glyr1,ENSMUSG00000022536.14,6708,chr16,5013909,5049863,-
Mus musculus,mm10,Gm10024,ENSMUSG00000094012.1,6709,chr10,77711457,77712009,+
Mus musculus,mm10,Gm10033,ENSMUSG00000110444.2,6710,chr8,69366510,69395539,-
Mus musculus,mm10,Gm10037,ENSMUSG00000058246.8,6711,chr13,67831106,67844035,+
Mus musculus,mm10,Gm10053,ENSMUSG00000058927.6,6712,chr19,24875686,24876631,+
Mus musculus,mm10,Gm10058,ENSMUSG00000095293.7,6713,chrX,27924017,27946885,-
Mus musculus,mm10,Gm10061,ENSMUSG00000059113.2,6714,chr16,89151086,89151550,+
Mus musculus,mm10,Gm10096,ENSMUSG00000095887.7,6715,chrX,28931821,28954702,-
Mus musculus,mm10,Gm10100,ENSMUSG00000096421.1,6716,chr10,77726486,77726848,+
Mus musculus,mm10,Gm10128,ENSMUSG00000063277.7,6717,chr14,7640895,7643972,-
Mus musculus,mm10,Gm10130,ENSMUSG00000095315.2,6718,chr2,150311431,150363071,+
Mus musculus,mm10,Gm10131,ENSMUSG00000063412.4,6719,chr8,34111002,34111737,-
Mus musculus,mm10,Gm10135,ENSMUSG00000063656.6,6720,chr5,72965808,72974702,-
Mus musculus,mm10,Gm10139,ENSMUSG00000063905.2,6721,chr13,65512678,65512848,+
Mus musculus,mm10,Gm10142,ENSMUSG00000094146.1,6722,chr10,77715807,77716169,+
Mus musculus,mm10,Gm10147,ENSMUSG00000096457.7,6723,chrX,28584992,28607842,-
Mus musculus,mm10,Gm10153,ENSMUSG00000066101.5,6724,chr7,142189427,142190389,-
Mus musculus,mm10,Gm10160,ENSMUSG00000066378.3,6725,chr7,81855533,81855794,-
Mus musculus,mm10,Gm10181,ENSMUSG00000066810.2,6726,chr9,25089422,25089490,+
Mus musculus,mm10,Gm10184,ENSMUSG00000066878.5,6727,chr17,89908462,89910449,-
Mus musculus,mm10,Gm10188,ENSMUSG00000066936.4,6728,chr1,132229048,132229767,-
Mus musculus,mm10,Gm10190,ENSMUSG00000066938.1,6729,chr17,80373218,80373541,-
Mus musculus,mm10,Gm10197,ENSMUSG00000067085.1,6730,chr19,53371566,53371766,-
Mus musculus,mm10,Gm10198,ENSMUSG00000067122.2,6731,chr13,111592785,111592856,+
Mus musculus,mm10,Gm10203,ENSMUSG00000067292.3,6732,chr6,149130170,149130710,+
Mus musculus,mm10,Gm10217,ENSMUSG00000067627.2,6733,chr8,9864251,9870315,+
Mus musculus,mm10,Gm10220,ENSMUSG00000067698.4,6734,chr5,26114764,26121421,-
Mus musculus,mm10,Gm10226,ENSMUSG00000067929.3,6735,chr17,21691860,21692114,+
Mus musculus,mm10,Gm10228,ENSMUSG00000068074.3,6736,chr16,89040923,89041472,-
Mus musculus,mm10,Gm10229,ENSMUSG00000068075.3,6737,chr16,89015284,89015846,+
Mus musculus,mm10,Gm10230,ENSMUSG00000095546.7,6738,chrX,27472031,27494882,-
Mus musculus,mm10,Gm10234,ENSMUSG00000068181.1,6739,chr6,95322112,95322210,+
Mus musculus,mm10,Gm10251,ENSMUSG00000094590.2,6740,chr14,6638420,6684170,-
Mus musculus,mm10,Gm10256,ENSMUSG00000095852.7,6741,chrY,2830699,2873492,+
Mus musculus,mm10,Gm10267,ENSMUSG00000069385.10,6742,chr18,44156395,44159885,-
Mus musculus,mm10,Gm10271,ENSMUSG00000069518.5,6743,chr10,116956824,116972609,-
Mus musculus,mm10,Gm10272,ENSMUSG00000069584.4,6744,chr10,77706626,77706975,+
Mus musculus,mm10,Gm10277,ENSMUSG00000069804.2,6745,chr11,77785453,77787747,-
Mus musculus,mm10,Gm10282,ENSMUSG00000070713.5,6746,chr8,72304110,72305260,-
Mus musculus,mm10,Gm10283,ENSMUSG00000070023.5,6747,chr8,60430024,60503198,-
Mus musculus,mm10,Gm10302,ENSMUSG00000096294.1,6748,chr7,9546769,9572288,-
Mus musculus,mm10,Gm10309,ENSMUSG00000071036.2,6749,chr17,86497732,86505232,-
Mus musculus,mm10,Gm10310,ENSMUSG00000094632.3,6750,chr10,129980075,129985062,-
Mus musculus,mm10,Gm10318,ENSMUSG00000071195.4,6751,chr10,77852859,77853788,+
Mus musculus,mm10,Gm10320,ENSMUSG00000092116.1,6752,chr13,98489348,98492001,-
Mus musculus,mm10,Gm10324,ENSMUSG00000095909.2,6753,chr13,66113480,66122836,+
Mus musculus,mm10,Gm10334,ENSMUSG00000071517.6,6754,chr6,41442216,41446145,-
Mus musculus,mm10,Gm10337,ENSMUSG00000071586.4,6755,chr15,102503722,102503886,+
Mus musculus,mm10,Gm10338,ENSMUSG00000094706.7,6756,chr14,7580617,7595592,-
Mus musculus,mm10,Gm10340,ENSMUSG00000071613.11,6757,chr14,3133997,3141609,+
Mus musculus,mm10,Gm10352,ENSMUSG00000091987.8,6758,chrY,2900989,2912206,+
Mus musculus,mm10,Gm10354,ENSMUSG00000072188.4,6759,chr5,14974113,14978935,-
Mus musculus,mm10,Gm10358,ENSMUSG00000110469.1,6760,chr8,75405340,75406589,-
Mus musculus,mm10,Gm10375,ENSMUSG00000095528.8,6761,chr14,43602627,43608013,-
Mus musculus,mm10,Gm10376,ENSMUSG00000072605.10,6762,chr14,43010188,43015628,-
Mus musculus,mm10,Gm10377,ENSMUSG00000095226.1,6763,chr14,42792568,42797987,-
Mus musculus,mm10,Gm10378,ENSMUSG00000093948.7,6764,chr14,42655938,42663605,+
Mus musculus,mm10,Gm10401,ENSMUSG00000072693.2,6765,chr5,115097689,115098295,-
Mus musculus,mm10,Gm10406,ENSMUSG00000093985.7,6766,chr14,7006115,7027449,-
Mus musculus,mm10,Gm10408,ENSMUSG00000072739.4,6767,chr14,3449379,3459287,+
Mus musculus,mm10,Gm10409,ENSMUSG00000096488.1,6768,chr14,3412614,3433800,+
Mus musculus,mm10,Gm10413,ENSMUSG00000095533.7,6769,chr14,3395093,3403525,+
Mus musculus,mm10,Gm10424,ENSMUSG00000096066.4,6770,chr5,95268493,95272768,-
Mus musculus,mm10,Gm10428,ENSMUSG00000096083.1,6771,chr11,62753100,62753498,+
Mus musculus,mm10,Gm1043,ENSMUSG00000117286.1,6772,chr5,37085370,37229547,+
Mus musculus,mm10,Gm10436,ENSMUSG00000066027.7,6773,chr12,88175589,88182108,-
